"COU","Country","GFT_CAT","Category","CONTRIB","Contribution","UNIT","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,2778050.846,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,3176946.011,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,4208712.128,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,4004166.787,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2226398.986,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,4625498.353,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4065566.149,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4273247.535,,
"DNK","Denmark","A_GS_MRE","Management, research and enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,4452791.219,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,8631386.224,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,15496917.806,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,10277175.002,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,4114156.585,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,4610147.21,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,4619070.272,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,4479552.05,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,6912552.557,,
"THA","Thailand","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,6956417.299,,
"NLD","Netherlands","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,568115.372,,
"NLD","Netherlands","MP_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,606740.812,,
"DNK","Denmark","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,4442543.204,,
"DNK","Denmark","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,7004561.621,,
"DNK","Denmark","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1919145.308,,
"DNK","Denmark","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1669876.511,,
"DNK","Denmark","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,911842.892,,
"DNK","Denmark","MP_DP_OTH","Other direct payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3001419.534,,
"FIN","Finland","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,5159890.16,,
"FIN","Finland","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,5303455.128,,
"FIN","Finland","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,4647060.268,,
"FIN","Finland","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,5347976.393,,
"FIN","Finland","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,5556840.694,,
"FIN","Finland","M_GS_R","Research services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,4044913.791,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,63424529.947,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,64994703.11,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,86479528.487,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,59048405.889,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,49106531.038,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,18355087.839,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,43594841.428,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,61263442.496,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,33567483.29,,
"ESP","Spain","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,20085755.644,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,-7149426.075,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,-10405134.943,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,-9155215.677,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,-9103352.403,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,-7041113.873,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,-8800310.579,,
"NOR","Norway","M_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,-27097262.48,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,398194603.447,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,411467774.257,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,366668190.775,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,333695975.01,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,399097607.053,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,389766978.149,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,392978596.282,,
"ITA","Italy","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,397657165.333,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2001","2001","USD","US Dollar","0","Units",,,213639350.615,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,204581212.46,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,258076892.304,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,255323585.228,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,236113173.788,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,277594583.424,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,266925951.672,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,269140063.279,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,257388930.091,,
"CAN","Canada","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,289601943.256,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,174470.296,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,328548.649,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,821658.641,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,3000262.753,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,10546300.296,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2866050.322,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2320398.702,,
"BEL","Belgium","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1129749.23,,
"NLD","Netherlands","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,1936647.93,,
"NLD","Netherlands","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2386617.402,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,32268882.067,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,30844396.164,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,47274215.032,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,99612023.216,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,51587240.827,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,52558138.83,,
"ESP","Spain","M_DP_DE","Decommissioning of vessels and licenses","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,38899800.983,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,29972560.364,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,37852707.613,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,38566120.615,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,41739254.072,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,43290836.49,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,39229131.931,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,45682779.116,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,46829465.939,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,39784997.571,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,46476626.516,,
"NZL","New Zealand","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,46427820.833,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,1230602.381,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,3143700.194,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,679071.127,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1036294.706,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,343787.161,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,139071.864,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2402615.291,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1086059.132,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,348210.962,,
"SWE","Sweden","M_GS_I","Provision of infrastructure","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,560211.884,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1558899.759,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1280201.32,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,2593921.706,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,2066739.687,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,8420881.018,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8261108.224,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2338779.02,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2620607.504,,
"NOR","Norway","M_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3864734.3,,
"FIN","Finland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,12542782.511,,
"FIN","Finland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,9639164.029,,
"FIN","Finland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,9819674.271,,
"FIN","Finland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,13838756.558,,
"FIN","Finland","MP_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3322445.424,,
"GBR","United Kingdom","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1647302.867,,
"GBR","United Kingdom","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,2254630.215,,
"GBR","United Kingdom","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,5409703.175,,
"GBR","United Kingdom","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,4010214.69,,
"GBR","United Kingdom","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,14720133.312,,
"GBR","United Kingdom","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2355680.46,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,37182147.208,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,62738509,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,85047420.522,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,52027269.289,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,27165519.148,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,23179127.387,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,15943904.762,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,23964850.156,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,24875340.785,,
"TWN","Chinese Taipei","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,26089167.618,,
"EST","Estonia","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,207463.062,,
"EST","Estonia","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,121016.866,,
"EST","Estonia","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2678.129,,
"EST","Estonia","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,21794.344,,
"EST","Estonia","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1507.5,,
"EST","Estonia","MP_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,47201.333,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,49791467.764,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,58919370.144,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,58195241.395,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,63534689.299,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,65277895.269,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,57303394.94,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,62489873.389,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,69743980.272,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,67738130.364,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,68254935.267,,
"NZL","New Zealand","M_GS","General Services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,65298744.167,,
"FIN","Finland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,131475.807,,
"FIN","Finland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,962836.333,,
"FIN","Finland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1295061.776,,
"FIN","Finland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,874582.971,,
"FIN","Finland","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,281405.874,,
"KOR","Korea","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,60925060.424,,
"KOR","Korea","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,20311366.952,,
"KOR","Korea","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,1368324.093,,
"KOR","Korea","M_CRT_OTH","Other cost reducing transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,1864823.34,,
"MEX","Mexico","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,80366160.531,,
"MEX","Mexico","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,73241577.742,,
"MEX","Mexico","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,79828180.201,,
"MEX","Mexico","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,85277291.356,,
"MEX","Mexico","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,17777243.392,,
"MEX","Mexico","M_CRT","Cost Reducing Transfers","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,19260501.611,,
"EST","Estonia","M_CRT_IN","Interest subsidies","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,56097.849,,
"FRA","France","MP_CRC","Cost Recovery Charges","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,-4208174.325,,
