"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","GSINF_CAP","Capital expenditures","USD","US dollar","2008","2008",,,"0","Units",,,1416476.017,,
"NOR","Norway","GSINF_CAP","Capital expenditures","USD","US dollar","2009","2009",,,"0","Units",,,604123.909,,
"NOR","Norway","GSINF_CAP","Capital expenditures","USD","US dollar","2011","2011",,,"0","Units",,,535276.991,,
"NOR","Norway","GSINF_ACC","Subsidized access to infrastructure","USD","US dollar","2008","2008",,,"0","Units",,,5134725.562,,
"NOR","Norway","GSINF_ACC","Subsidized access to infrastructure","USD","US dollar","2009","2009",,,"0","Units",,,6852036.964,,
"NOR","Norway","GSINF_ACC","Subsidized access to infrastructure","USD","US dollar","2010","2010",,,"0","Units",,,5461906.239,,
"NOR","Norway","GSINF_ACC","Subsidized access to infrastructure","USD","US dollar","2011","2011",,,"0","Units",,,5888046.898,,
"NOR","Norway","GSRND","Research and development ","USD","US dollar","2008","2008",,,"0","Units",,,68690942.093,,
"NOR","Norway","GSRND","Research and development ","USD","US dollar","2009","2009",,,"0","Units",,,55795771.342,,
"NOR","Norway","GSRND","Research and development ","USD","US dollar","2010","2010",,,"0","Units",,,63124077.963,,
"NOR","Norway","GSRND","Research and development ","USD","US dollar","2011","2011",,,"0","Units",,,69506430.948,,
"NOR","Norway","GSMNG","Management of resources","USD","US dollar","2008","2008",,,"0","Units",,,132841370.313,,
"NOR","Norway","GSMNG","Management of resources","USD","US dollar","2009","2009",,,"0","Units",,,134649362.476,,
"NOR","Norway","GSMNG","Management of resources","USD","US dollar","2010","2010",,,"0","Units",,,127420645.133,,
"NOR","Norway","GSMNG","Management of resources","USD","US dollar","2011","2011",,,"0","Units",,,147407610.942,,
"NOR","Norway","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,85381724.249,,
"NOR","Norway","GSMNG_EXP","Management expenditures ","USD","US dollar","2008","2008",,,"0","Units",,,43331240.78,,
"NOR","Norway","GSMNG_EXP","Management expenditures ","USD","US dollar","2009","2009",,,"0","Units",,,51637809.05,,
"NOR","Norway","GSMNG_EXP","Management expenditures ","USD","US dollar","2010","2010",,,"0","Units",,,49239084.743,,
"NOR","Norway","GSMNG_EXP","Management expenditures ","USD","US dollar","2011","2011",,,"0","Units",,,58393188.493,,
"PRT","Portugal","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,15787726.082,,
"PRT","Portugal","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,12168529.89,,
"PRT","Portugal","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,2865165.983,,
"PRT","Portugal","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,1387198.747,,
"PRT","Portugal","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,1847811.399,,
"PRT","Portugal","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2014","2014",,,"0","Units",,,4024156.899,,
"PRT","Portugal","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,15787726.082,,
"PRT","Portugal","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,12168529.89,,
"PRT","Portugal","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,2865165.983,,
"PRT","Portugal","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,1387198.747,,
"PRT","Portugal","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,1847811.399,,
"PRT","Portugal","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,4024156.899,,
"PRT","Portugal","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,15787726.082,,
"PRT","Portugal","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,12168529.89,,
"PRT","Portugal","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,2865165.983,,
"PRT","Portugal","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,1387198.747,,
"PRT","Portugal","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,1847811.399,,
"PRT","Portugal","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,4024156.899,,
"PRT","Portugal","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,310818.406,,
"PRT","Portugal","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,4227227.587,,
"PRT","Portugal","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,2113604.25,,
"PRT","Portugal","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,1251783.889,,
"PRT","Portugal","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,1847811.399,,
"PRT","Portugal","IFINP","Transfers based on input use","USD","US dollar","2014","2014",,,"0","Units",,,4024156.899,,
"PRT","Portugal","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,310818.406,,
"PRT","Portugal","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,4227227.587,,
"PRT","Portugal","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,2113604.25,,
"PRT","Portugal","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,1251783.889,,
"PRT","Portugal","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,1847811.399,,
"PRT","Portugal","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2014","2014",,,"0","Units",,,4024156.899,,
"PRT","Portugal","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,310818.406,,
"PRT","Portugal","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,4227227.587,,
"PRT","Portugal","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2011","2011",,,"0","Units",,,2113604.25,,
"PRT","Portugal","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2012","2012",,,"0","Units",,,1251783.889,,
"PRT","Portugal","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2013","2013",,,"0","Units",,,1847811.399,,
"PRT","Portugal","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2014","2014",,,"0","Units",,,4024156.899,,
"PRT","Portugal","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2009","2009",,,"0","Units",,,15476907.677,,
"PRT","Portugal","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010",,,"0","Units",,,7941302.302,,
"PRT","Portugal","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,751561.733,,
"PRT","Portugal","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012",,,"0","Units",,,135414.857,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,119775131.154,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,266861518.862,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,220806325.66,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,144007661.085,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,133113689.038,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,84759723.153,,
"ESP","Spain","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2014","2014",,,"0","Units",,,-1553922.915,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,119775131.154,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,266861518.862,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,220806325.66,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,144007661.085,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,133113689.038,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,84759723.153,,
"ESP","Spain","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,-1553922.915,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,61918505.441,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,181753432.091,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,150702218.334,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,83732340.176,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,97386127.82,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,65663844.039,,
"ESP","Spain","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,32059.315,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2008","2008",,,"0","Units",,,5114923.787,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,4702881.604,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,7082796.012,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,3358135.509,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,3781402.398,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,933709.447,,
"ESP","Spain","IFINP","Transfers based on input use","USD","US dollar","2014","2014",,,"0","Units",,,32059.315,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2008","2008",,,"0","Units",,,5114923.787,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,4702881.604,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,7082796.012,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,3358135.509,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,3781402.398,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,933709.447,,
"ESP","Spain","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2014","2014",,,"0","Units",,,32059.315,,
"ESP","Spain","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2008","2008",,,"0","Units",,,228915.106,,
"ESP","Spain","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2009","2009",,,"0","Units",,,165156.252,,
"ESP","Spain","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2010","2010",,,"0","Units",,,61556.571,,
"ESP","Spain","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2011","2011",,,"0","Units",,,5005.849,,
"ESP","Spain","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2012","2012",,,"0","Units",,,143147.623,,
"ESP","Spain","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2013","2013",,,"0","Units",,,25587.495,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2008","2008",,,"0","Units",,,4886008.681,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,4537725.352,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,7021239.441,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2011","2011",,,"0","Units",,,3353129.66,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2012","2012",,,"0","Units",,,3638254.775,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2013","2013",,,"0","Units",,,908121.952,,
"ESP","Spain","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2014","2014",,,"0","Units",,,32059.315,,
"ESP","Spain","IFINC","Transfers based on fishers income ","USD","US dollar","2008","2008",,,"0","Units",,,40963229.836,,
"ESP","Spain","IFINC","Transfers based on fishers income ","USD","US dollar","2009","2009",,,"0","Units",,,94315466.294,,
"ESP","Spain","IFINC","Transfers based on fishers income ","USD","US dollar","2010","2010",,,"0","Units",,,43446644.143,,
"ESP","Spain","IFINC","Transfers based on fishers income ","USD","US dollar","2011","2011",,,"0","Units",,,22881024.819,,
"ESP","Spain","IFINC","Transfers based on fishers income ","USD","US dollar","2012","2012",,,"0","Units",,,34645734.404,,
"ESP","Spain","IFINC","Transfers based on fishers income ","USD","US dollar","2013","2013",,,"0","Units",,,20184442.952,,
"ESP","Spain","IFINC_INS","Income support","USD","US dollar","2008","2008",,,"0","Units",,,40963229.836,,
"ESP","Spain","IFINC_INS","Income support","USD","US dollar","2009","2009",,,"0","Units",,,94315466.294,,
"ESP","Spain","IFINC_INS","Income support","USD","US dollar","2010","2010",,,"0","Units",,,43446644.143,,
"ESP","Spain","IFINC_INS","Income support","USD","US dollar","2011","2011",,,"0","Units",,,22881024.819,,
"ESP","Spain","IFINC_INS","Income support","USD","US dollar","2012","2012",,,"0","Units",,,34645734.404,,
"ESP","Spain","IFINC_INS","Income support","USD","US dollar","2013","2013",,,"0","Units",,,20184442.952,,
"ESP","Spain","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2008","2008",,,"0","Units",,,15840351.818,,
"ESP","Spain","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2009","2009",,,"0","Units",,,82735084.194,,
"ESP","Spain","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010",,,"0","Units",,,100172778.179,,
"ESP","Spain","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,57493179.848,,
"ESP","Spain","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012",,,"0","Units",,,58958991.017,,
"ESP","Spain","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2013","2013",,,"0","Units",,,44545691.64,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2008","2008",,,"0","Units",,,20826931.195,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2009","2009",,,"0","Units",,,30047175.195,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2010","2010",,,"0","Units",,,28933716.06,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2011","2011",,,"0","Units",,,17146693.93,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2012","2012",,,"0","Units",,,10029822.752,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2013","2013",,,"0","Units",,,2089204.211,,
"ESP","Spain","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2014","2014",,,"0","Units",,,-1562973.405,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2008","2008",,,"0","Units",,,57856625.713,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2009","2009",,,"0","Units",,,85108086.771,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2010","2010",,,"0","Units",,,70104107.326,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2011","2011",,,"0","Units",,,60275320.909,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2012","2012",,,"0","Units",,,35727561.218,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,19095879.114,,
"ESP","Spain","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2014","2014",,,"0","Units",,,-1585982.23,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2008","2008",,,"0","Units",,,5883160.786,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2009","2009",,,"0","Units",,,21102883.125,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2010","2010",,,"0","Units",,,19402601.672,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2011","2011",,,"0","Units",,,23424696.363,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2012","2012",,,"0","Units",,,8213062.987,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2013","2013",,,"0","Units",,,2253130.819,,
"ESP","Spain","GSINF","Provision of infrastructure","USD","US dollar","2014","2014",,,"0","Units",,,8327.2,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2008","2008",,,"0","Units",,,5883160.786,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2009","2009",,,"0","Units",,,21102883.125,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2010","2010",,,"0","Units",,,19402601.672,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2011","2011",,,"0","Units",,,23424696.363,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2012","2012",,,"0","Units",,,8213062.987,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2013","2013",,,"0","Units",,,2253130.819,,
"ESP","Spain","GSINF_CAP","Capital expenditures","USD","US dollar","2014","2014",,,"0","Units",,,8327.2,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2008","2008",,,"0","Units",,,28571659.957,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2009","2009",,,"0","Units",,,28010680.825,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2010","2010",,,"0","Units",,,18894088.93,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2011","2011",,,"0","Units",,,6637379.661,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2012","2012",,,"0","Units",,,7376544.304,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2013","2013",,,"0","Units",,,733797.622,,
"ESP","Spain","GSMKG","Marketing and promotion","USD","US dollar","2014","2014",,,"0","Units",,,-31336.025,,
"ESP","Spain","GSCOM","Support to fishing communities","USD","US dollar","2009","2009",,,"0","Units",,,858990.881,,
"ESP","Spain","GSCOM","Support to fishing communities","USD","US dollar","2010","2010",,,"0","Units",,,86353.711,,
"ESP","Spain","GSCOM","Support to fishing communities","USD","US dollar","2011","2011",,,"0","Units",,,3636002.571,,
"ESP","Spain","GSCOM","Support to fishing communities","USD","US dollar","2012","2012",,,"0","Units",,,4234200.288,,
"ESP","Spain","GSCOM","Support to fishing communities","USD","US dollar","2013","2013",,,"0","Units",,,7996834.549,,
"ESP","Spain","GSRND","Research and development ","USD","US dollar","2008","2008",,,"0","Units",,,1507478.234,,
"ESP","Spain","GSRND","Research and development ","USD","US dollar","2009","2009",,,"0","Units",,,3384610.915,,
"ESP","Spain","GSRND","Research and development ","USD","US dollar","2010","2010",,,"0","Units",,,1350191.208,,
"ESP","Spain","GSRND","Research and development ","USD","US dollar","2011","2011",,,"0","Units",,,9082432.8,,
"ESP","Spain","GSRND","Research and development ","USD","US dollar","2012","2012",,,"0","Units",,,5416337.998,,
"ESP","Spain","GSRND","Research and development ","USD","US dollar","2013","2013",,,"0","Units",,,5746127.619,,
"ESP","Spain","GSMNG","Management of resources","USD","US dollar","2008","2008",,,"0","Units",,,1067395.542,,
"ESP","Spain","GSMNG","Management of resources","USD","US dollar","2009","2009",,,"0","Units",,,1703745.83,,
"ESP","Spain","GSMNG","Management of resources","USD","US dollar","2010","2010",,,"0","Units",,,1437155.745,,
"ESP","Spain","GSMNG","Management of resources","USD","US dollar","2011","2011",,,"0","Units",,,348115.584,,
"ESP","Spain","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,457592.89,,
"ESP","Spain","GSMNG","Management of resources","USD","US dollar","2013","2013",,,"0","Units",,,276784.293,,
"ESP","Spain","GSMNG_STK","Stock enhancement programs","USD","US dollar","2008","2008",,,"0","Units",,,1067395.542,,
"ESP","Spain","GSMNG_STK","Stock enhancement programs","USD","US dollar","2009","2009",,,"0","Units",,,1703745.83,,
"ESP","Spain","GSMNG_STK","Stock enhancement programs","USD","US dollar","2010","2010",,,"0","Units",,,1437155.745,,
"ESP","Spain","GSMNG_STK","Stock enhancement programs","USD","US dollar","2011","2011",,,"0","Units",,,348115.584,,
"ESP","Spain","GSMNG_STK","Stock enhancement programs","USD","US dollar","2012","2012",,,"0","Units",,,457592.89,,
"ESP","Spain","GSMNG_STK","Stock enhancement programs","USD","US dollar","2013","2013",,,"0","Units",,,276784.293,,
"SWE","Sweden","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,90670321.138,,
"SWE","Sweden","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,107418447.191,,
"SWE","Sweden","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,125422263.521,,
"SWE","Sweden","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,115128440.59,,
"SWE","Sweden","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,105807030.961,,
"SWE","Sweden","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,93270245.08,,
"SWE","Sweden","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,28132141.292,,
"SWE","Sweden","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,38538242.664,,
"SWE","Sweden","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,35549292.263,,
"SWE","Sweden","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,31135655.615,,
"SWE","Sweden","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,31053171.447,,
"SWE","Sweden","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,28132141.292,,
"SWE","Sweden","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,38538242.664,,
"SWE","Sweden","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,35549292.263,,
"SWE","Sweden","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,31135655.615,,
"SWE","Sweden","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,31053171.447,,
"SWE","Sweden","FTC","Fuel tax concessions","USD","US dollar","2008","2008",,,"0","Units",,,28132141.292,,
"SWE","Sweden","FTC","Fuel tax concessions","USD","US dollar","2009","2009",,,"0","Units",,,38538242.664,,
"SWE","Sweden","FTC","Fuel tax concessions","USD","US dollar","2010","2010",,,"0","Units",,,35549292.263,,
"SWE","Sweden","FTC","Fuel tax concessions","USD","US dollar","2011","2011",,,"0","Units",,,31135655.615,,
"SWE","Sweden","FTC","Fuel tax concessions","USD","US dollar","2012","2012",,,"0","Units",,,31053171.447,,
"SWE","Sweden","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,62538179.846,,
"SWE","Sweden","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,68880204.526,,
"SWE","Sweden","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,89872971.259,,
"SWE","Sweden","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,83992784.974,,
"SWE","Sweden","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,74753859.513,,
"SWE","Sweden","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,93270245.08,,
"SWE","Sweden","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,2337076.49,,
"SWE","Sweden","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,8343814.36,,
"SWE","Sweden","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,15980014.029,,
"SWE","Sweden","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,3367527.748,,
"SWE","Sweden","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,1673044.151,,
"SWE","Sweden","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,1740286.915,,
