"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,-243529.009,,
"GRC","Greece","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,31240130.027,,
"GRC","Greece","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,36997173.821,,
"GRC","Greece","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,15507900.325,,
"GRC","Greece","IFINP","Transfers based on input use","USD","US dollar","2008","2008",,,"0","Units",,,2870391.362,,
"GRC","Greece","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,3495063.24,,
"GRC","Greece","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,-243529.009,,
"GRC","Greece","IFINP","Transfers based on input use","USD","US dollar","2013","2013",,,"0","Units",,,405777.181,,
"GRC","Greece","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2008","2008",,,"0","Units",,,2870391.362,,
"GRC","Greece","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,3495063.24,,
"GRC","Greece","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,-243529.009,,
"GRC","Greece","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2013","2013",,,"0","Units",,,405777.181,,
"GRC","Greece","IFINP_FIX_V","Support to vessel construction/purchase ","USD","US dollar","2008","2008",,,"0","Units",,,117557.129,,
"GRC","Greece","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2008","2008",,,"0","Units",,,2752834.233,,
"GRC","Greece","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,3495063.24,,
"GRC","Greece","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,-243529.009,,
"GRC","Greece","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2013","2013",,,"0","Units",,,405777.181,,
"GRC","Greece","IFINC","Transfers based on fishers income ","USD","US dollar","2008","2008",,,"0","Units",,,5224286.932,,
"GRC","Greece","IFINC","Transfers based on fishers income ","USD","US dollar","2009","2009",,,"0","Units",,,12388333.917,,
"GRC","Greece","IFINC_INS","Income support","USD","US dollar","2008","2008",,,"0","Units",,,5224286.932,,
"GRC","Greece","IFINC_INS","Income support","USD","US dollar","2009","2009",,,"0","Units",,,12388333.917,,
"GRC","Greece","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2008","2008",,,"0","Units",,,10075869.798,,
"GRC","Greece","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2009","2009",,,"0","Units",,,9138044.082,,
"GRC","Greece","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,31240130.027,,
"GRC","Greece","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012",,,"0","Units",,,36997173.821,,
"GRC","Greece","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2013","2013",,,"0","Units",,,15102123.144,,
"GRC","Greece","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2008","2008",,,"0","Units",,,12574579.049,,
"GRC","Greece","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2009","2009",,,"0","Units",,,17159577.29,,
"GRC","Greece","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2010","2010",,,"0","Units",,,3962858.998,,
"GRC","Greece","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2011","2011",,,"0","Units",,,3701758.455,,
"GRC","Greece","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2012","2012",,,"0","Units",,,6178045.799,,
"GRC","Greece","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,7074031.017,,
"GRC","Greece","GSINF","Provision of infrastructure","USD","US dollar","2008","2008",,,"0","Units",,,11164030.934,,
"GRC","Greece","GSINF","Provision of infrastructure","USD","US dollar","2009","2009",,,"0","Units",,,10727661.096,,
"GRC","Greece","GSINF","Provision of infrastructure","USD","US dollar","2010","2010",,,"0","Units",,,4579048.646,,
"GRC","Greece","GSINF","Provision of infrastructure","USD","US dollar","2011","2011",,,"0","Units",,,3701758.455,,
"GRC","Greece","GSINF","Provision of infrastructure","USD","US dollar","2012","2012",,,"0","Units",,,5962330.298,,
"GRC","Greece","GSINF","Provision of infrastructure","USD","US dollar","2013","2013",,,"0","Units",,,5544922.321,,
"GRC","Greece","GSINF_CAP","Capital expenditures","USD","US dollar","2008","2008",,,"0","Units",,,11164030.934,,
"GRC","Greece","GSINF_CAP","Capital expenditures","USD","US dollar","2009","2009",,,"0","Units",,,10727661.096,,
"GRC","Greece","GSINF_CAP","Capital expenditures","USD","US dollar","2010","2010",,,"0","Units",,,4579048.646,,
"GRC","Greece","GSINF_CAP","Capital expenditures","USD","US dollar","2011","2011",,,"0","Units",,,3701758.455,,
"GRC","Greece","GSINF_CAP","Capital expenditures","USD","US dollar","2012","2012",,,"0","Units",,,5962330.298,,
"GRC","Greece","GSINF_CAP","Capital expenditures","USD","US dollar","2013","2013",,,"0","Units",,,5544922.321,,
"GRC","Greece","GSMKG","Marketing and promotion","USD","US dollar","2008","2008",,,"0","Units",,,1410548.115,,
"GRC","Greece","GSMKG","Marketing and promotion","USD","US dollar","2009","2009",,,"0","Units",,,2208223.208,,
"GRC","Greece","GSMKG","Marketing and promotion","USD","US dollar","2010","2010",,,"0","Units",,,-616189.648,,
"GRC","Greece","GSMKG","Marketing and promotion","USD","US dollar","2012","2012",,,"0","Units",,,176343.065,,
"GRC","Greece","GSMKG","Marketing and promotion","USD","US dollar","2013","2013",,,"0","Units",,,567117.122,,
"GRC","Greece","GSCOM","Support to fishing communities","USD","US dollar","2013","2013",,,"0","Units",,,664600.5,,
"GRC","Greece","GSRND","Research and development ","USD","US dollar","2009","2009",,,"0","Units",,,4223692.986,,
"GRC","Greece","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,39372.436,,
"GRC","Greece","GSMNG","Management of resources","USD","US dollar","2013","2013",,,"0","Units",,,297391.074,,
"GRC","Greece","GSMNG_STK","Stock enhancement programs","USD","US dollar","2012","2012",,,"0","Units",,,39372.436,,
"GRC","Greece","GSMNG_STK","Stock enhancement programs","USD","US dollar","2013","2013",,,"0","Units",,,297391.074,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,50733417.402,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,31041397.809,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,21044507.112,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,11297363.371,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,-38825024.299,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,-40059473.693,,
"ISL","Iceland","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2014","2014",,,"0","Units",,,-29641493.366,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,50733417.402,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,31041397.809,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,21044507.112,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,11297363.371,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,-38825024.299,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,-40059473.693,,
"ISL","Iceland","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,-29641493.366,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,12602401.817,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,8935443.106,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,10610083.285,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,11080669.927,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,7872552.722,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,5557947.25,,
"ISL","Iceland","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,2845193.674,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2008","2008",,,"0","Units",,,12602401.817,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2009","2009",,,"0","Units",,,8935443.106,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2010","2010",,,"0","Units",,,10610083.285,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2011","2011",,,"0","Units",,,11080669.927,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2012","2012",,,"0","Units",,,7872552.722,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2013","2013",,,"0","Units",,,5557947.25,,
"ISL","Iceland","IFINC","Transfers based on fishers income ","USD","US dollar","2014","2014",,,"0","Units",,,2845193.674,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2008","2008",,,"0","Units",,,12602401.817,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2009","2009",,,"0","Units",,,8935443.106,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2010","2010",,,"0","Units",,,10610083.285,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2011","2011",,,"0","Units",,,11080669.927,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2012","2012",,,"0","Units",,,7872552.722,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2013","2013",,,"0","Units",,,5557947.25,,
"ISL","Iceland","IFINC_INS","Income support","USD","US dollar","2014","2014",,,"0","Units",,,2845193.674,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2008","2008",,,"0","Units",,,7397803.05,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2009","2009",,,"0","Units",,,5870707.416,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2010","2010",,,"0","Units",,,5797915.596,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2011","2011",,,"0","Units",,,7328234.66,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2012","2012",,,"0","Units",,,7365032.825,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2013","2013",,,"0","Units",,,7997223.067,,
"ISL","Iceland","GSMNG_ENF","Enforcement expenditures","USD","US dollar","2014","2014",,,"0","Units",,,8771252.186,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2008","2008",,,"0","Units",,,176138.168,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2009","2009",,,"0","Units",,,125338.795,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2010","2010",,,"0","Units",,,114526.728,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2011","2011",,,"0","Units",,,112012.993,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2012","2012",,,"0","Units",,,167841.226,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2013","2013",,,"0","Units",,,171895.276,,
"ISL","Iceland","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2014","2014",,,"0","Units",,,179967.07,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2008","2008",,,"0","Units",,,-2045532.317,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2009","2009",,,"0","Units",,,-8205817.68,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2010","2010",,,"0","Units",,,-18528567.594,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2011","2011",,,"0","Units",,,-31603612.966,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2012","2012",,,"0","Units",,,-78251727.422,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2013","2013",,,"0","Units",,,-79431677.331,,
"ISL","Iceland","FCRC","COST RECOVERY CHARGES","USD","US dollar","2014","2014",,,"0","Units",,,-69251388.435,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2008","2008",,,"0","Units",,,-2045532.317,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2009","2009",,,"0","Units",,,-8205817.68,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2010","2010",,,"0","Units",,,-18528567.594,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2011","2011",,,"0","Units",,,-31603612.966,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2012","2012",,,"0","Units",,,-78251727.422,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2013","2013",,,"0","Units",,,-79431677.331,,
"ISL","Iceland","FCROT","Cost Recovery Charges, Other","USD","US dollar","2014","2014",,,"0","Units",,,-69251388.435,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2008","2008",,,"0","Units",,,40176547.902,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2009","2009",,,"0","Units",,,30311772.383,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2010","2010",,,"0","Units",,,28962991.42,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2011","2011",,,"0","Units",,,31820306.409,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2012","2012",,,"0","Units",,,31554150.401,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,33814256.389,,
"ISL","Iceland","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2014","2014",,,"0","Units",,,36764701.395,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2008","2008",,,"0","Units",,,24727526.017,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2009","2009",,,"0","Units",,,18186254.792,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2010","2010",,,"0","Units",,,17078798.288,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2011","2011",,,"0","Units",,,18632930.574,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2012","2012",,,"0","Units",,,18298689.803,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2013","2013",,,"0","Units",,,19612432.415,,
"ISL","Iceland","GSRND","Research and development ","USD","US dollar","2014","2014",,,"0","Units",,,21326097.767,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2008","2008",,,"0","Units",,,15272883.717,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2009","2009",,,"0","Units",,,12000178.796,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2010","2010",,,"0","Units",,,11769666.405,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2011","2011",,,"0","Units",,,13075362.842,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2012","2012",,,"0","Units",,,13087619.372,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2013","2013",,,"0","Units",,,14029928.698,,
"ISL","Iceland","GSMNG","Management of resources","USD","US dollar","2014","2014",,,"0","Units",,,15258636.558,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2008","2008",,,"0","Units",,,7875080.666,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2009","2009",,,"0","Units",,,6129471.38,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2010","2010",,,"0","Units",,,5971750.808,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2011","2011",,,"0","Units",,,5747128.182,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2012","2012",,,"0","Units",,,5722586.547,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2013","2013",,,"0","Units",,,6032705.63,,
"ISL","Iceland","GSMNG_EXP","Management expenditures ","USD","US dollar","2014","2014",,,"0","Units",,,6487384.372,,
"JPN","Japan","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,179021486.276,,
"JPN","Japan","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,20647302.364,,
"JPN","Japan","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,41643596.445,,
"JPN","Japan","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,20067158.27,,
"JPN","Japan","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,31636222.525,,
"JPN","Japan","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,920100159.143,,
"JPN","Japan","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,165190113.712,,
"JPN","Japan","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,165190113.712,,
"JPN","Japan","FTC","Fuel tax concessions","USD","US dollar","2008","2008",,,"0","Units",,,165190113.712,,
"JPN","Japan","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,13831372.564,,
"JPN","Japan","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,20647302.364,,
"JPN","Japan","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,41643596.445,,
"JPN","Japan","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,20067158.27,,
"JPN","Japan","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,31636222.525,,
"JPN","Japan","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,920100159.143,,
"JPN","Japan","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,13831372.564,,
"JPN","Japan","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,20647302.364,,
"JPN","Japan","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,41643596.445,,
"JPN","Japan","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,20067158.27,,
"JPN","Japan","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,31636222.525,,
"JPN","Japan","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,3035110.699,,
"JPN","Japan","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,27878884.92,,
"JPN","Japan","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,13585197.966,,
"JPN","Japan","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,26010613.054,,
"JPN","Japan","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2009","2009",,,"0","Units",,,3035110.699,,
"JPN","Japan","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2010","2010",,,"0","Units",,,27878884.92,,
"JPN","Japan","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2011","2011",,,"0","Units",,,13585197.966,,
"JPN","Japan","IFINP_FIX","Transfers based on fixed capital formation","USD","US dollar","2012","2012",,,"0","Units",,,26010613.054,,
"JPN","Japan","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2009","2009",,,"0","Units",,,3035110.699,,
"JPN","Japan","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2010","2010",,,"0","Units",,,27878884.92,,
"JPN","Japan","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2011","2011",,,"0","Units",,,13585197.966,,
"JPN","Japan","IFINP_FIX_M","Support to modernisation  ","USD","US dollar","2012","2012",,,"0","Units",,,26010613.054,,
"JPN","Japan","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2008","2008",,,"0","Units",,,13831372.564,,
"JPN","Japan","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2009","2009",,,"0","Units",,,17612191.664,,
"JPN","Japan","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010",,,"0","Units",,,13764711.525,,
"JPN","Japan","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011",,,"0","Units",,,6481960.304,,
"JPN","Japan","IFRPC","Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012",,,"0","Units",,,5625609.471,,
"JPN","Japan","GSMSC","Miscellaneous transfers to general services","USD","US dollar","2013","2013",,,"0","Units",,,47132079.422,,
"JPN","Japan","GSSE","GENERAL SERVICE SUPPORT ESTIMATE","USD","US dollar","2013","2013",,,"0","Units",,,920100159.143,,
"JPN","Japan","GSINF","Provision of infrastructure","USD","US dollar","2013","2013",,,"0","Units",,,872968079.722,,
"JPN","Japan","GSINF_CAP","Capital expenditures","USD","US dollar","2013","2013",,,"0","Units",,,872968079.722,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2008","2008",,,"0","Units",,,144425223.062,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2009","2009",,,"0","Units",,,15688556.244,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2010","2010",,,"0","Units",,,15408039.032,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2011","2011",,,"0","Units",,,10246480.286,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2012","2012",,,"0","Units",,,30104105.452,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2013","2013",,,"0","Units",,,33282806.237,,
"NLD","Netherlands","FSE","FISHERIES SUPPORT ESTIMATE - TOTAL","USD","US dollar","2014","2014",,,"0","Units",,,36116184.823,,
"NLD","Netherlands","FSE_NON","FISHERIES SUPPORT ESTIMATE - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,102926634.067,,
"NLD","Netherlands","TIFN","TRANSFERS TO INDIVIDUAL FISHERS - Non Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,102926634.067,,
"NLD","Netherlands","FTC","Fuel tax concessions","USD","US dollar","2008","2008",,,"0","Units",,,102926634.067,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,41498588.994,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,15688556.244,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,15408039.032,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,10246480.286,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,30104105.452,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,33282806.237,,
"NLD","Netherlands","FSE_BUD","FISHERIES SUPPORT ESTIMATE - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,36116184.823,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2008","2008",,,"0","Units",,,40667463.734,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2009","2009",,,"0","Units",,,5212992.209,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2010","2010",,,"0","Units",,,4600085.844,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2011","2011",,,"0","Units",,,3473924.199,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2012","2012",,,"0","Units",,,13379372.633,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2013","2013",,,"0","Units",,,13921774.327,,
"NLD","Netherlands","TIFB","TRANSFERS TO INDIVIDUAL FISHERS - Budgetary","USD","US dollar","2014","2014",,,"0","Units",,,16899639.275,,
"NLD","Netherlands","IFINP","Transfers based on input use","USD","US dollar","2009","2009",,,"0","Units",,,914406.242,,
"NLD","Netherlands","IFINP","Transfers based on input use","USD","US dollar","2010","2010",,,"0","Units",,,160781.461,,
"NLD","Netherlands","IFINP","Transfers based on input use","USD","US dollar","2011","2011",,,"0","Units",,,5562.054,,
"NLD","Netherlands","IFINP","Transfers based on input use","USD","US dollar","2012","2012",,,"0","Units",,,2874624.868,,
