"COU","Country","EMPL","Economic sector","GND","Gender","UNIT","Occupation rate","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2009","2009","PER","Persons","0","Units",,,1271,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2010","2010","PER","Persons","0","Units",,,1278,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2004","2004","PER","Persons","0","Units",,,70,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2005","2005","PER","Persons","0","Units",,,75,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2006","2006","PER","Persons","0","Units",,,73,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2007","2007","PER","Persons","0","Units",,,73,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2008","2008","PER","Persons","0","Units",,,73,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2009","2009","PER","Persons","0","Units",,,79,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2010","2010","PER","Persons","0","Units",,,65,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2004","2004","PER","Persons","0","Units",,,1566,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2005","2005","PER","Persons","0","Units",,,1468,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2006","2006","PER","Persons","0","Units",,,1449,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2007","2007","PER","Persons","0","Units",,,1452,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2008","2008","PER","Persons","0","Units",,,1360,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2009","2009","PER","Persons","0","Units",,,1350,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2010","2010","PER","Persons","0","Units",,,1343,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2009","2009","PER","Persons","0","Units",,,0,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2010","2010","PER","Persons","0","Units",,,0,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2004","2004","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2005","2005","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2006","2006","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2007","2007","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2004","2004","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2005","2005","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2006","2006","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2007","2007","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2008","2008","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2009","2009","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2010","2010","PER","Persons","0","Units",,,2,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,1496,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,1393,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,1376,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,1379,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,1287,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,1271,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,1278,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,1245,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,1200,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2004","2004","PER","Persons","0","Units",,,72,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,77,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,75,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,75,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,75,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,81,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,67,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,65,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,1568,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,1470,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,1451,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,1454,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,1362,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,1352,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,1345,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,1310,,
"NLD","Netherlands","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,1200,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2004","2004","PER","Persons","0","Units",,,568,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2005","2005","PER","Persons","0","Units",,,519,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2006","2006","PER","Persons","0","Units",,,411,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2007","2007","PER","Persons","0","Units",,,471,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2008","2008","PER","Persons","0","Units",,,471,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2009","2009","PER","Persons","0","Units",,,402,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","FU","Full-time","2010","2010","PER","Persons","0","Units",,,400,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2004","2004","PER","Persons","0","Units",,,142,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2005","2005","PER","Persons","0","Units",,,130,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2006","2006","PER","Persons","0","Units",,,54,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2007","2007","PER","Persons","0","Units",,,117,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2008","2008","PER","Persons","0","Units",,,117,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2009","2009","PER","Persons","0","Units",,,100,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","PA","Part-time","2010","2010","PER","Persons","0","Units",,,100,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2004","2004","PER","Persons","0","Units",,,710,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2005","2005","PER","Persons","0","Units",,,649,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2006","2006","PER","Persons","0","Units",,,465,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2007","2007","PER","Persons","0","Units",,,588,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2008","2008","PER","Persons","0","Units",,,588,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2009","2009","PER","Persons","0","Units",,,502,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","MAL","Males","TT","Total","2010","2010","PER","Persons","0","Units",,,500,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","FEM","Females","TT","Total","2009","2009","PER","Persons","0","Units",,,0,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","FEM","Females","TT","Total","2010","2010","PER","Persons","0","Units",,,0,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,568,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,519,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,411,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,471,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,471,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,402,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,400,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,400,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,500,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2004","2004","PER","Persons","0","Units",,,142,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,130,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,54,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,117,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,117,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,100,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,100,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,100,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,710,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,649,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,465,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,588,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,588,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,502,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,500,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,500,,
"NLD","Netherlands","EFDE","Marine fisheries (deep sea)","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,500,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,290,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,280,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,308,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,280,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,260,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,230,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,220,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,220,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,320,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,290,,
"NLD","Netherlands","EAQU","Aquaculture","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,280,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,6400,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,6495,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,5100,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,5000,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,4700,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,6100,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,6400,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,6495,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,5100,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,5000,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,4700,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,5540,,
"NLD","Netherlands","EPRO","Processing","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,6100,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,8464,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,8407,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,7287,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,7250,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,6858,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,7613,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,7568,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,7775,,
"NLD","Netherlands","PGRT","Total","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,8355,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2004","2004","PER","Persons","0","Units",,,214,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,207,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,129,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,192,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,192,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,181,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,167,,
"NLD","Netherlands","PGRT","Total","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,165,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,8986,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,8894,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,7676,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,7672,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,7270,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,8014,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,8055,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,7940,,
"NLD","Netherlands","PGRT","Total","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,8355,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,1672,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,1416,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,1495,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,1476,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,1530,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,1820,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,1740,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,1780,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,1432,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,1378,,
"NZL","New Zealand","EHAS","Harvest sector","TOT","Total","TT","Total","2014","2014","PER","Persons","0","Units",,,1328,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,641,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,648,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,770,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,750,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,660,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,640,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,650,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,670,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,665,,
"NZL","New Zealand","EAQU","Aquaculture","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,760,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,7411,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,6653,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,5770,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,6490,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,5900,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,5850,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,5690,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,5540,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,5790,,
"NZL","New Zealand","EPRO","Processing","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,5370,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,10000,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2002","2002","PER","Persons","0","Units",,,10000,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2004","2004","PER","Persons","0","Units",,,9724,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,8717,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,8035,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,8716,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,8090,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,8310,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,8080,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,7990,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,7887,,
"NZL","New Zealand","PGRT","Total","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,7508,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,14264,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2001","2001","PER","Persons","0","Units",,,13674,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2002","2002","PER","Persons","0","Units",,,13841,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2003","2003","PER","Persons","0","Units",,,13821,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,13150,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,12216,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,11475,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,11018,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,10619,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,10465,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,10325,,
"NOR","Norway","EHAS","Harvest sector","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,10220,,
