"COU","Country","EMPL","Economic sector","GND","Gender","UNIT","Occupation rate","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,4949,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,6920,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,2477,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,5558,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,5161,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,4993,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,5028,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,4355,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","FU","Full-time","2014","2014","PER","Persons","0","Units",,,2227,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,1343,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,2606,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2129,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2070,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2128,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,1998,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2012","2012","PER","Persons","0","Units",,,2019,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2013","2013","PER","Persons","0","Units",,,1649,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","PA","Part-time","2014","2014","PER","Persons","0","Units",,,1367,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,9553,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,6292,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,9526,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,4606,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,7628,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,7289,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,6991,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,7047,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,6003,,
"AUS","Australia","EHAS","Harvest sector","TOT","Total","TT","Total","2014","2014","PER","Persons","0","Units",,,3594,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2005","2005","PER","Persons","0","Units",,,4628,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2006","2006","PER","Persons","0","Units",,,4602,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2007","2007","PER","Persons","0","Units",,,6522,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2008","2008","PER","Persons","0","Units",,,2382,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2009","2009","PER","Persons","0","Units",,,5139,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2010","2010","PER","Persons","0","Units",,,5139,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","FU","Full-time","2011","2011","PER","Persons","0","Units",,,4685,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2005","2005","PER","Persons","0","Units",,,1802,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2006","2006","PER","Persons","0","Units",,,761,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2007","2007","PER","Persons","0","Units",,,1559,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2008","2008","PER","Persons","0","Units",,,1313,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2009","2009","PER","Persons","0","Units",,,1576,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2010","2010","PER","Persons","0","Units",,,1031,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","PA","Part-time","2011","2011","PER","Persons","0","Units",,,1555,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2005","2005","PER","Persons","0","Units",,,6430,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2006","2006","PER","Persons","0","Units",,,5363,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2007","2007","PER","Persons","0","Units",,,8081,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2008","2008","PER","Persons","0","Units",,,3695,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2009","2009","PER","Persons","0","Units",,,6715,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2010","2010","PER","Persons","0","Units",,,6170,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","MAL","Males","TT","Total","2011","2011","PER","Persons","0","Units",,,6240,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2005","2005","PER","Persons","0","Units",,,430,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2006","2006","PER","Persons","0","Units",,,347,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2007","2007","PER","Persons","0","Units",,,398,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2008","2008","PER","Persons","0","Units",,,95,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2009","2009","PER","Persons","0","Units",,,419,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2010","2010","PER","Persons","0","Units",,,22,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","FU","Full-time","2011","2011","PER","Persons","0","Units",,,308,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2005","2005","PER","Persons","0","Units",,,1607,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2006","2006","PER","Persons","0","Units",,,582,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2007","2007","PER","Persons","0","Units",,,1047,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2008","2008","PER","Persons","0","Units",,,816,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2009","2009","PER","Persons","0","Units",,,494,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2010","2010","PER","Persons","0","Units",,,1097,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","PA","Part-time","2011","2011","PER","Persons","0","Units",,,442,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2005","2005","PER","Persons","0","Units",,,2037,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2006","2006","PER","Persons","0","Units",,,929,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2007","2007","PER","Persons","0","Units",,,1445,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2008","2008","PER","Persons","0","Units",,,911,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2009","2009","PER","Persons","0","Units",,,913,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2010","2010","PER","Persons","0","Units",,,1119,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","FEM","Females","TT","Total","2011","2011","PER","Persons","0","Units",,,750,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,5058,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,4949,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,6920,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,2477,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,5558,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,5161,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,4993,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,3409,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,1343,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,2606,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2129,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2070,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2128,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,1998,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,8467,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,6292,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,9526,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,4606,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,7628,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,7289,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,6991,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,7047,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,6003,,
"AUS","Australia","EFIC","Marine fisheries (coastal)","TOT","Total","TT","Total","2014","2014","PER","Persons","0","Units",,,3594,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2005","2005","PER","Persons","0","Units",,,2498,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2006","2006","PER","Persons","0","Units",,,2283,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2007","2007","PER","Persons","0","Units",,,3126,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2008","2008","PER","Persons","0","Units",,,3611,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2009","2009","PER","Persons","0","Units",,,2651,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2010","2010","PER","Persons","0","Units",,,2721,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2011","2011","PER","Persons","0","Units",,,3124,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2012","2012","PER","Persons","0","Units",,,3295,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2013","2013","PER","Persons","0","Units",,,2287,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","FU","Full-time","2014","2014","PER","Persons","0","Units",,,3901,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2005","2005","PER","Persons","0","Units",,,517,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2006","2006","PER","Persons","0","Units",,,469,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2007","2007","PER","Persons","0","Units",,,481,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2008","2008","PER","Persons","0","Units",,,184,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2009","2009","PER","Persons","0","Units",,,839,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2010","2010","PER","Persons","0","Units",,,548,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2011","2011","PER","Persons","0","Units",,,550,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2012","2012","PER","Persons","0","Units",,,439,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2013","2013","PER","Persons","0","Units",,,1026,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","PA","Part-time","2014","2014","PER","Persons","0","Units",,,1210,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2005","2005","PER","Persons","0","Units",,,3015,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2006","2006","PER","Persons","0","Units",,,2752,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2007","2007","PER","Persons","0","Units",,,3607,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2008","2008","PER","Persons","0","Units",,,3795,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2009","2009","PER","Persons","0","Units",,,3490,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2010","2010","PER","Persons","0","Units",,,3269,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2011","2011","PER","Persons","0","Units",,,3389,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2012","2012","PER","Persons","0","Units",,,3734,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2013","2013","PER","Persons","0","Units",,,3312,,
"AUS","Australia","EAQU","Aquaculture","MAL","Males","TT","Total","2014","2014","PER","Persons","0","Units",,,5111,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2005","2005","PER","Persons","0","Units",,,568,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2006","2006","PER","Persons","0","Units",,,381,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2007","2007","PER","Persons","0","Units",,,541,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2008","2008","PER","Persons","0","Units",,,440,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2009","2009","PER","Persons","0","Units",,,236,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2010","2010","PER","Persons","0","Units",,,853,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2011","2011","PER","Persons","0","Units",,,99,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2012","2012","PER","Persons","0","Units",,,98,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2013","2013","PER","Persons","0","Units",,,126,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","FU","Full-time","2014","2014","PER","Persons","0","Units",,,480,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2005","2005","PER","Persons","0","Units",,,336,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2006","2006","PER","Persons","0","Units",,,347,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2007","2007","PER","Persons","0","Units",,,22,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2008","2008","PER","Persons","0","Units",,,381,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2009","2009","PER","Persons","0","Units",,,56,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2010","2010","PER","Persons","0","Units",,,232,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2011","2011","PER","Persons","0","Units",,,225,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2012","2012","PER","Persons","0","Units",,,159,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2013","2013","PER","Persons","0","Units",,,443,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","PA","Part-time","2014","2014","PER","Persons","0","Units",,,424,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2005","2005","PER","Persons","0","Units",,,904,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2006","2006","PER","Persons","0","Units",,,728,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2007","2007","PER","Persons","0","Units",,,563,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2008","2008","PER","Persons","0","Units",,,821,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2009","2009","PER","Persons","0","Units",,,239,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2010","2010","PER","Persons","0","Units",,,1085,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2011","2011","PER","Persons","0","Units",,,253,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2012","2012","PER","Persons","0","Units",,,257,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2013","2013","PER","Persons","0","Units",,,569,,
"AUS","Australia","EAQU","Aquaculture","FEM","Females","TT","Total","2014","2014","PER","Persons","0","Units",,,904,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,3066,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,2664,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,3667,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,4051,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,2887,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,3574,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,3222,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,3197,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,2160,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","FU","Full-time","2014","2014","PER","Persons","0","Units",,,3412,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,853,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,816,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,503,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,565,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,894,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,779,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,775,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2012","2012","PER","Persons","0","Units",,,280,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2013","2013","PER","Persons","0","Units",,,583,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","PA","Part-time","2014","2014","PER","Persons","0","Units",,,786,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,4281,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,3919,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,3480,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,4170,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,4616,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,3781,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,4353,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,3642,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,3477,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,2743,,
"AUS","Australia","EAQU","Aquaculture","TOT","Total","TT","Total","2014","2014","PER","Persons","0","Units",,,4198,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,8124,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,7613,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,10587,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,6528,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,8445,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2010","2010","PER","Persons","0","Units",,,8735,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2011","2011","PER","Persons","0","Units",,,8215,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2012","2012","PER","Persons","0","Units",,,8323,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2013","2013","PER","Persons","0","Units",,,6642,,
"AUS","Australia","PGRT","Total","TOT","Total","FU","Full-time","2014","2014","PER","Persons","0","Units",,,6128,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2005","2005","PER","Persons","0","Units",,,4262,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2006","2006","PER","Persons","0","Units",,,2159,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2007","2007","PER","Persons","0","Units",,,3109,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2008","2008","PER","Persons","0","Units",,,2694,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2009","2009","PER","Persons","0","Units",,,2964,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2010","2010","PER","Persons","0","Units",,,2907,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2011","2011","PER","Persons","0","Units",,,2773,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2012","2012","PER","Persons","0","Units",,,2458,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2013","2013","PER","Persons","0","Units",,,2675,,
"AUS","Australia","PGRT","Total","TOT","Total","PA","Part-time","2014","2014","PER","Persons","0","Units",,,2577,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2000","2000","PER","Persons","0","Units",,,13834,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2005","2005","PER","Persons","0","Units",,,12386,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2006","2006","PER","Persons","0","Units",,,9772,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2007","2007","PER","Persons","0","Units",,,13696,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2008","2008","PER","Persons","0","Units",,,9222,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2009","2009","PER","Persons","0","Units",,,11409,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2010","2010","PER","Persons","0","Units",,,11642,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2011","2011","PER","Persons","0","Units",,,10633,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2012","2012","PER","Persons","0","Units",,,10781,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2013","2013","PER","Persons","0","Units",,,9315,,
"AUS","Australia","PGRT","Total","TOT","Total","TT","Total","2014","2014","PER","Persons","0","Units",,,8705,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2000","2000","PER","Persons","0","Units",,,690,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2001","2001","PER","Persons","0","Units",,,710,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2002","2002","PER","Persons","0","Units",,,720,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2003","2003","PER","Persons","0","Units",,,650,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2004","2004","PER","Persons","0","Units",,,593,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2005","2005","PER","Persons","0","Units",,,571,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2006","2006","PER","Persons","0","Units",,,152,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2007","2007","PER","Persons","0","Units",,,158,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2008","2008","PER","Persons","0","Units",,,136,,
"BEL","Belgium","EHAS","Harvest sector","TOT","Total","FU","Full-time","2009","2009","PER","Persons","0","Units",,,144,,
