"FLEET","Fleet","UNIT","Measure","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FTOT","Total Vessels","NU","Number of vessels","TWN","Chinese Taipei","2008","2008","TONNE","Tonnes","0","Units",,,24889,,
"FTOT","Total Vessels","NU","Number of vessels","TWN","Chinese Taipei","2009","2009","TONNE","Tonnes","0","Units",,,24127,,
"FTOT","Total Vessels","NU","Number of vessels","TWN","Chinese Taipei","2010","2010","TONNE","Tonnes","0","Units",,,23782,,
"FTOT","Total Vessels","NU","Number of vessels","TWN","Chinese Taipei","2011","2011","TONNE","Tonnes","0","Units",,,23557,,
"FTOT","Total Vessels","NU","Number of vessels","TWN","Chinese Taipei","2012","2012","TONNE","Tonnes","0","Units",,,23441,,
"FTOT","Total Vessels","NU","Number of vessels","TWN","Chinese Taipei","2013","2013","TONNE","Tonnes","0","Units",,,23012,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2006","2006","NBR","Number","0","Units",,,766384.83,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2007","2007","NBR","Number","0","Units",,,687883.81,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2008","2008","NBR","Number","0","Units",,,639676,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2009","2009","NBR","Number","0","Units",,,622899,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2010","2010","NBR","Number","0","Units",,,613187,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2011","2011","NBR","Number","0","Units",,,685130,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2012","2012","NBR","Number","0","Units",,,583601,,
"FTOT","Total Vessels","GT","Gross tonnage","TWN","Chinese Taipei","2013","2013","NBR","Number","0","Units",,,606218,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2004","2004","TONNE","Tonnes","0","Units",,,16432,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2005","2005","TONNE","Tonnes","0","Units",,,13627,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2006","2006","TONNE","Tonnes","0","Units",,,12552,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2007","2007","TONNE","Tonnes","0","Units",,,13056,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2008","2008","TONNE","Tonnes","0","Units",,,12920,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2009","2009","TONNE","Tonnes","0","Units",,,16891,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2010","2010","TONNE","Tonnes","0","Units",,,15381,,
"FTOT","Total Vessels","NU","Number of vessels","THA","Thailand","2011","2011","TONNE","Tonnes","0","Units",,,17203,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2004","2004","NBR","Number","0","Units",,,487716.53,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2005","2005","NBR","Number","0","Units",,,441171,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2006","2006","NBR","Number","0","Units",,,407589,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2007","2007","NBR","Number","0","Units",,,388123,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2008","2008","NBR","Number","0","Units",,,359038,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2009","2009","NBR","Number","0","Units",,,361280,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2010","2010","NBR","Number","0","Units",,,414930,,
"FTOT","Total Vessels","GT","Gross tonnage","THA","Thailand","2011","2011","NBR","Number","0","Units",,,378598,,
"FTOT","Total Vessels","NU","Number of vessels","USA","United States","2005","2005","TONNE","Tonnes","0","Units",,,36150,,
"FTOT","Total Vessels","NU","Number of vessels","USA","United States","2009","2009","TONNE","Tonnes","0","Units",,,25000,,
"FTOT","Total Vessels","NU","Number of vessels","USA","United States","2010","2010","TONNE","Tonnes","0","Units",,,26000,,
"FTOT","Total Vessels","NU","Number of vessels","USA","United States","2011","2011","TONNE","Tonnes","0","Units",,,26500,,
"FTOT","Total Vessels","NU","Number of vessels","USA","United States","2012","2012","TONNE","Tonnes","0","Units",,,27000,,
"FTOT","Total Vessels","NU","Number of vessels","COL","Colombia","2011","2011","TONNE","Tonnes","0","Units",,,75,,
"FTOT","Total Vessels","NU","Number of vessels","COL","Colombia","2012","2012","TONNE","Tonnes","0","Units",,,66,,
"FTOT","Total Vessels","NU","Number of vessels","COL","Colombia","2013","2013","TONNE","Tonnes","0","Units",,,69,,
"FTOT","Total Vessels","GT","Gross tonnage","COL","Colombia","2011","2011","NBR","Number","0","Units",,,20005.86,,
"FTOT","Total Vessels","GT","Gross tonnage","COL","Colombia","2012","2012","NBR","Number","0","Units",,,19645.35,,
"FTOT","Total Vessels","GT","Gross tonnage","COL","Colombia","2013","2013","NBR","Number","0","Units",,,19534.4,,
"FTOT","Total Vessels","NU","Number of vessels","LVA","Latvia","2011","2011","TONNE","Tonnes","0","Units",,,731,,
"FTOT","Total Vessels","NU","Number of vessels","LVA","Latvia","2012","2012","TONNE","Tonnes","0","Units",,,715,,
"FTOT","Total Vessels","NU","Number of vessels","LVA","Latvia","2013","2013","TONNE","Tonnes","0","Units",,,703,,
"FTOT","Total Vessels","GT","Gross tonnage","LVA","Latvia","2011","2011","NBR","Number","0","Units",,,34725,,
"FTOT","Total Vessels","GT","Gross tonnage","LVA","Latvia","2012","2012","NBR","Number","0","Units",,,33789,,
"FTOT","Total Vessels","GT","Gross tonnage","LVA","Latvia","2013","2013","NBR","Number","0","Units",,,29945,,
"FTOT","Total Vessels","NU","Number of vessels","RUS","Russia","2014","2014","TONNE","Tonnes","0","Units",,,2542,,
"FTOT","Total Vessels","NU","Number of vessels","EU","European Union","2014","2014","TONNE","Tonnes","0","Units",,,87445,,
"FTOT","Total Vessels","GT","Gross tonnage","EU","European Union","2014","2014","NBR","Number","0","Units",,,1725938,,
