,Region Name,Country,Class,Category,Type,Constant 2018 USD,Data Type
1182,"South, Central America and Carribbean",Nicaragua,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
1183,"South, Central America and Carribbean",Nicaragua,B2,Capacity-enhancing,Fisheries dev. projects,7802142.821,Modeled
1184,"South, Central America and Carribbean",Nicaragua,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1185,"South, Central America and Carribbean",Nicaragua,B4,Capacity-enhancing,Markt. & storage infrast.,11029543.49,Modeled
1186,"South, Central America and Carribbean",Nicaragua,B5,Capacity-enhancing,Tax exemption,1299419.061,Modeled
1187,"South, Central America and Carribbean",Nicaragua,B6,Capacity-enhancing,Fishing access,6772.18,Modeled
1926,"South, Central America and Carribbean",Nicaragua,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1188,"South, Central America and Carribbean",Nicaragua,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1189,"South, Central America and Carribbean",Nicaragua,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1190,"South, Central America and Carribbean",Nicaragua,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
1263,"South, Central America and Carribbean",Panama,A1,Beneficial,Fisheries mangt.,8772484,Reported
1264,"South, Central America and Carribbean",Panama,A2,Beneficial,Fishery R&D,785741.5,Reported
1265,"South, Central America and Carribbean",Panama,A3,Beneficial,MPAs,5674465.09,Modeled
1266,"South, Central America and Carribbean",Panama,B1,Capacity-enhancing,Boat constsruct. & renov.,2804049.567,Modeled
1267,"South, Central America and Carribbean",Panama,B2,Capacity-enhancing,Fisheries dev. projects,785741.5,Reported
1268,"South, Central America and Carribbean",Panama,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1269,"South, Central America and Carribbean",Panama,B4,Capacity-enhancing,Markt. & storage infrast.,6299429.037,Modeled
1270,"South, Central America and Carribbean",Panama,B5,Capacity-enhancing,Tax exemption,9763502.642,Modeled
1271,"South, Central America and Carribbean",Panama,B6,Capacity-enhancing,Fishing access,830060.96,Modeled
1933,"South, Central America and Carribbean",Panama,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1272,"South, Central America and Carribbean",Panama,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1273,"South, Central America and Carribbean",Panama,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1274,"South, Central America and Carribbean",Panama,C3,Ambiguous,Rural fisher communities,8200052,Reported
1287,"South, Central America and Carribbean",Peru,A1,Beneficial,Fisheries mangt.,19736523.14,Reported
1288,"South, Central America and Carribbean",Peru,A2,Beneficial,Fishery R&D,21835433.3,Reported
1289,"South, Central America and Carribbean",Peru,A3,Beneficial,MPAs,3039490.031,Modeled
1290,"South, Central America and Carribbean",Peru,B1,Capacity-enhancing,Boat constsruct. & renov.,38599299.87,Modeled
1291,"South, Central America and Carribbean",Peru,B2,Capacity-enhancing,Fisheries dev. projects,8312520.556,Reported
1292,"South, Central America and Carribbean",Peru,B3,Capacity-enhancing,Fishing port develop.,66514157.97,Modeled
1293,"South, Central America and Carribbean",Peru,B4,Capacity-enhancing,Markt. & storage infrast.,31899962.53,Reported
1294,"South, Central America and Carribbean",Peru,B5,Capacity-enhancing,Tax exemption,134400037.2,Modeled
1295,"South, Central America and Carribbean",Peru,B6,Capacity-enhancing,Fishing access,63405.52,Modeled
1935,"South, Central America and Carribbean",Peru,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1296,"South, Central America and Carribbean",Peru,C1,Ambiguous,Fisher assistance,2699781.99,Reported
1297,"South, Central America and Carribbean",Peru,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1298,"South, Central America and Carribbean",Peru,C3,Ambiguous,Rural fisher communities,1370490.006,Reported
1395,"South, Central America and Carribbean",St Kitts Nev,A1,Beneficial,Fisheries mangt.,583528.4046,Modeled
1396,"South, Central America and Carribbean",St Kitts Nev,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
1397,"South, Central America and Carribbean",St Kitts Nev,A3,Beneficial,MPAs,0,not found evidence of subsidy
1398,"South, Central America and Carribbean",St Kitts Nev,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
1399,"South, Central America and Carribbean",St Kitts Nev,B2,Capacity-enhancing,Fisheries dev. projects,230459.1319,Modeled
1400,"South, Central America and Carribbean",St Kitts Nev,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1401,"South, Central America and Carribbean",St Kitts Nev,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
1402,"South, Central America and Carribbean",St Kitts Nev,B5,Capacity-enhancing,Tax exemption,271296.5393,Modeled
1403,"South, Central America and Carribbean",St Kitts Nev,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
1944,"South, Central America and Carribbean",St Kitts Nev,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1404,"South, Central America and Carribbean",St Kitts Nev,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1405,"South, Central America and Carribbean",St Kitts Nev,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1406,"South, Central America and Carribbean",St Kitts Nev,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
1407,"South, Central America and Carribbean",St Lucia,A1,Beneficial,Fisheries mangt.,339108.6508,Modeled
1408,"South, Central America and Carribbean",St Lucia,A2,Beneficial,Fishery R&D,79454.16178,Modeled
1409,"South, Central America and Carribbean",St Lucia,A3,Beneficial,MPAs,1428882.624,Modeled
1410,"South, Central America and Carribbean",St Lucia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
1411,"South, Central America and Carribbean",St Lucia,B2,Capacity-enhancing,Fisheries dev. projects,211513.099,Modeled
1412,"South, Central America and Carribbean",St Lucia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1413,"South, Central America and Carribbean",St Lucia,B4,Capacity-enhancing,Markt. & storage infrast.,160650.8917,Modeled
1414,"South, Central America and Carribbean",St Lucia,B5,Capacity-enhancing,Tax exemption,248993.2653,Modeled
1415,"South, Central America and Carribbean",St Lucia,B6,Capacity-enhancing,Fishing access,65746.23,Modeled
1945,"South, Central America and Carribbean",St Lucia,B7,Capacity-enhancing,Fuel subsidies,783123.5832,Modeled
1416,"South, Central America and Carribbean",St Lucia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1417,"South, Central America and Carribbean",St Lucia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1418,"South, Central America and Carribbean",St Lucia,C3,Ambiguous,Rural fisher communities,42496.08058,Modeled
1419,"South, Central America and Carribbean",St Vincent,A1,Beneficial,Fisheries mangt.,432421.1095,Modeled
1420,"South, Central America and Carribbean",St Vincent,A2,Beneficial,Fishery R&D,101317.5474,Modeled
1421,"South, Central America and Carribbean",St Vincent,A3,Beneficial,MPAs,0,not found evidence of subsidy
1422,"South, Central America and Carribbean",St Vincent,B1,Capacity-enhancing,Boat constsruct. & renov.,98982.20049,Modeled
1423,"South, Central America and Carribbean",St Vincent,B2,Capacity-enhancing,Fisheries dev. projects,292770.1088,Modeled
1424,"South, Central America and Carribbean",St Vincent,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1425,"South, Central America and Carribbean",St Vincent,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
1426,"South, Central America and Carribbean",St Vincent,B5,Capacity-enhancing,Tax exemption,344649.0345,Modeled
1427,"South, Central America and Carribbean",St Vincent,B6,Capacity-enhancing,Fishing access,352578.65,Modeled
1946,"South, Central America and Carribbean",St Vincent,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1428,"South, Central America and Carribbean",St Vincent,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1429,"South, Central America and Carribbean",St Vincent,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1430,"South, Central America and Carribbean",St Vincent,C3,Ambiguous,Rural fisher communities,54189.71845,Modeled
1575,"South, Central America and Carribbean",Suriname,A1,Beneficial,Fisheries mangt.,9538126.847,Modeled
1576,"South, Central America and Carribbean",Suriname,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
1577,"South, Central America and Carribbean",Suriname,A3,Beneficial,MPAs,635676.8274,Modeled
1578,"South, Central America and Carribbean",Suriname,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
1579,"South, Central America and Carribbean",Suriname,B2,Capacity-enhancing,Fisheries dev. projects,3144078.478,Modeled
1580,"South, Central America and Carribbean",Suriname,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1581,"South, Central America and Carribbean",Suriname,B4,Capacity-enhancing,Markt. & storage infrast.,2388027.093,Modeled
1582,"South, Central America and Carribbean",Suriname,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
1583,"South, Central America and Carribbean",Suriname,B6,Capacity-enhancing,Fishing access,21155.13,Modeled
1959,"South, Central America and Carribbean",Suriname,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1584,"South, Central America and Carribbean",Suriname,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1585,"South, Central America and Carribbean",Suriname,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1586,"South, Central America and Carribbean",Suriname,C3,Ambiguous,Rural fisher communities,1195289.492,Modeled
1647,"South, Central America and Carribbean",Trinidad Tob,A1,Beneficial,Fisheries mangt.,444198.93,Reported
1648,"South, Central America and Carribbean",Trinidad Tob,A2,Beneficial,Fishery R&D,174718.2458,Reported
1649,"South, Central America and Carribbean",Trinidad Tob,A3,Beneficial,MPAs,128045.2879,Modeled
1650,"South, Central America and Carribbean",Trinidad Tob,B1,Capacity-enhancing,Boat constsruct. & renov.,527124.5623,Modeled
1651,"South, Central America and Carribbean",Trinidad Tob,B2,Capacity-enhancing,Fisheries dev. projects,1559131.992,Modeled
1652,"South, Central America and Carribbean",Trinidad Tob,B3,Capacity-enhancing,Fishing port develop.,5019447.909,Reported
1653,"South, Central America and Carribbean",Trinidad Tob,B4,Capacity-enhancing,Markt. & storage infrast.,388674.0638,Reported
1654,"South, Central America and Carribbean",Trinidad Tob,B5,Capacity-enhancing,Tax exemption,1835410.514,Modeled
1655,"South, Central America and Carribbean",Trinidad Tob,B6,Capacity-enhancing,Fishing access,576929.86,Modeled
1965,"South, Central America and Carribbean",Trinidad Tob,B7,Capacity-enhancing,Fuel subsidies,3702848.982,Modeled
1656,"South, Central America and Carribbean",Trinidad Tob,C1,Ambiguous,Fisher assistance,68257.32882,Reported
1657,"South, Central America and Carribbean",Trinidad Tob,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1658,"South, Central America and Carribbean",Trinidad Tob,C3,Ambiguous,Rural fisher communities,888397.86,Reported
1768,"South, Central America and Carribbean",Uruguay,A1,Beneficial,Fisheries mangt.,12282171.54,Modeled
1769,"South, Central America and Carribbean",Uruguay,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
1770,"South, Central America and Carribbean",Uruguay,A3,Beneficial,MPAs,1842534.997,Modeled
1771,"South, Central America and Carribbean",Uruguay,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
1772,"South, Central America and Carribbean",Uruguay,B2,Capacity-enhancing,Fisheries dev. projects,4883492.399,Modeled
1773,"South, Central America and Carribbean",Uruguay,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1774,"South, Central America and Carribbean",Uruguay,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
1775,"South, Central America and Carribbean",Uruguay,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
1776,"South, Central America and Carribbean",Uruguay,B6,Capacity-enhancing,Fishing access,58430.64,Modeled
1975,"South, Central America and Carribbean",Uruguay,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1777,"South, Central America and Carribbean",Uruguay,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1778,"South, Central America and Carribbean",Uruguay,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1779,"South, Central America and Carribbean",Uruguay,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
1780,"South, Central America and Carribbean",Venezuela,A1,Beneficial,Fisheries mangt.,21934463.03,Modeled
1781,"South, Central America and Carribbean",Venezuela,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
1782,"South, Central America and Carribbean",Venezuela,A3,Beneficial,MPAs,5072774.676,Modeled
1783,"South, Central America and Carribbean",Venezuela,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
1784,"South, Central America and Carribbean",Venezuela,B2,Capacity-enhancing,Fisheries dev. projects,13751828.34,Modeled
1785,"South, Central America and Carribbean",Venezuela,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
1786,"South, Central America and Carribbean",Venezuela,B4,Capacity-enhancing,Markt. & storage infrast.,10444948.78,Modeled
1787,"South, Central America and Carribbean",Venezuela,B5,Capacity-enhancing,Tax exemption,16188655.25,Modeled
1788,"South, Central America and Carribbean",Venezuela,B6,Capacity-enhancing,Fishing access,3368879.93,Modeled
1976,"South, Central America and Carribbean",Venezuela,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
1789,"South, Central America and Carribbean",Venezuela,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
1790,"South, Central America and Carribbean",Venezuela,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
1791,"South, Central America and Carribbean",Venezuela,C3,Ambiguous,Rural fisher communities,2748761.219,Modeled
