Country,Type,Subtype,Class,Amount,Currency,Year,Source
Mauritania,Port,Port & harbour construction & renovation,B3,2060000,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Port,Port & harbour construction & renovation,B3,3502000,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Port,Port & harbour construction & renovation,B3,58710,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Port,Port & harbour construction & renovation,B3,1284066.67,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Marketing support,B4,20600,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Marketing support,B4,92700,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Marketing support,B4,2403333.33,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,92700,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,280909.09,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,343333.33,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,154500,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,114158.33,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,50641.67,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,19776,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,157075,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,42238.58,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,35160.77,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,1201666.67,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,86760.33,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,42916.67,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,175100,USD,2018,Rapport Final Sur Le Cadre D’investissement Pour Le Developpement Durable Des Pêches En Mauritanie 2015 – 2020
Mauritania,MPAs,MPAs,A3,636858.5,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Mauritania,Fishery Development,Development grants for fishery projects,B2,319011,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Mauritania,Market Infrastructure,Processing & storage infrastructure,B4,1007500,USD,2016,"OECDStat, Overseas Development Aid, Fishery Services"
Mauritania,Fishery Management,Fishery management programs & services,A1,417337,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Mauritania,Assistance,Worker adjustment and retraining,C1,1085000,USD,2016,"OECDStat, Overseas Development Aid, Fisheries Training"
Mauritania,Access,Access fees for third country agreements,B6,122240.29,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Mauritania,Fishery Management,Fishery management programs & services,A1,20552.9,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Management,Fishery management programs & services,A1,23535.2,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Management,Fishery management programs & services,A1,4976.4,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Management,Monitoring control & surveillance,A1,163360958,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Management,Monitoring control & surveillance,A1,20485.6,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,R&D,R&D,A2,4976.4,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,R&D,R&D,A2,104928962,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,R&D,R&D,A2,250000,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Development,Development grants for fishery projects,B2,250000,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Development,Development grants for fishery projects,B2,875000,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Fishery Development,Institutional support and services,B2,26151006,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritania,Market Infrastructure,Marketing support,B4,34289.6,MRO,2018,Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018
Mauritius,Fishery Management,Fishery management programs & services,A1,60538333.33,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Fishery management programs & services,A1,45835000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Fishery management programs & services,A1,4050000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Fishery management programs & services,A1,3000000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Fishery management programs & services,A1,2400000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Stock assessment,A1,60538333.33,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Stock assessment,A1,2050000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Stock enhancement,A1,200000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Monitoring control & surveillance,A1,60538333.33,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Monitoring control & surveillance,A1,4000000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Monitoring control & surveillance,A1,2200000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Monitoring control & surveillance,A1,3500000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Monitoring control & surveillance,A1,23500000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Management,Monitoring control & surveillance,A1,11500000,MUR,2018,Mauritius Budget 2018
Mauritius,MPAs,MPAs,A3,1000000,MUR,2018,Mauritius Budget 2018
Mauritius,R&D,R&D,A2,6500000,MUR,2018,Mauritius Budget 2018
Mauritius,Boat,"Boat / fleet construct., renewal, & modernization",B1,16000000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Development,Institutional support and services,B2,1000000,MUR,2018,Mauritius Budget 2018
Mauritius,Fishery Development,Institutional support and services,B2,15200000,MUR,2018,Mauritius Budget 2018
Mauritius,Port,Port & harbour construction & renovation,B3,2000000,MUR,2018,Mauritius Budget 2018
Mauritius,Market Infrastructure,Processing & storage infrastructure,B4,5000000,MUR,2018,Mauritius Budget 2018
Mauritius,Assistance,Income support,C1,7000000,MUR,2018,Mauritius Budget 2018
Mauritius,Assistance,Income support,C1,1000000,MUR,2018,Mauritius Budget 2018
Mauritius,Assistance,Fisher assistance,C1,900000,MUR,2018,Mauritius Budget 2018
Mauritius,Assistance,Unemployment insurance,C1,1550000,MUR,2018,Mauritius Budget 2018
Mauritius,MPAs,MPAs,A3,606973.14,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Mauritius,Access,Access fees for third country agreements,B6,6051.47,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Mexico,Tax,Non-Fuel tax exemptions,B5,1397250000,MXN,2018,CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)
Mexico,Tax,Non-Fuel tax exemptions,B5,34750000,MXN,2018,CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)
Mexico,Tax,Non-Fuel tax exemptions,B5,119875000,MXN,2018,CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)
Mexico,Tax,Non-Fuel tax exemptions,B5,894375000,MXN,2018,CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)
Mexico,Tax,Non-Fuel tax exemptions,B5,22250000,MXN,2018,CIAT (2018) Tax Expenditure Database of Latin America and the Caribbean (TEDLAC)
Mexico,Fishery Management,Monitoring control & surveillance,A1,264933335.7,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,R&D,R&D,A2,151525891.4,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Boat,"Boat / fleet construct., renewal, & modernization",B1,124639393.7,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Boat,"Boat / fleet construct., renewal, & modernization",B1,100067627.5,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Fishery Development,Institutional support and services,B2,2492787.88,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Fishery Development,Institutional support and services,B2,179945454.6,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Market Infrastructure,Marketing support,B4,179945454.6,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Market Infrastructure,Marketing support,B4,100085926.8,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Fuel,Fuel subsidies,B7,62497753.11,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Fuel,Fuel subsidies,B7,383533219.9,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,Assistance,Income support,C1,458494912.4,MXN,2018,Comisión Nacional de Acuacultura y Pesca Rendicion de Cuentas 2018
Mexico,MPAs,MPAs,A3,27947985.99,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Mexico,Fishery Management,Fishery management programs & services,A1,248500,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Mexico,Assistance,Worker adjustment and retraining,C1,46700,USD,2016,"OECDStat, Overseas Development Aid, Fisheries Training"
Mexico,Access,Access fees for third country agreements,B6,323782.64,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Micronesia,Fishery Management,Fishery management programs & services,A1,78727,USD,2017,"Micronesia National Government, Report on the Audit of Financial Statements for 2017"
Micronesia,Fishery Management,Stock assessment,A1,482584,USD,2017,"Micronesia National Government, Report on the Audit of Financial Statements for 2017"
Micronesia,Fishery Management,Monitoring control & surveillance,A1,564552,USD,2017,"Micronesia National Government, Report on the Audit of Financial Statements for 2017"
Micronesia,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,538914,USD,2017,"Micronesia National Government, Report on the Audit of Financial Statements for 2017"
Micronesia,Fishery Management,Fishery management programs & services,A1,30000,USD,2017,"Micronesia, Fiscal Report 2019 (Congressional Bill No. 20-248)"
Micronesia,Fishery Management,Fishery management programs & services,A1,62638,USD,2019,"Micronesia, Fiscal Report 2019 (Congressional Bill No. 20-248)"
Micronesia,Fishery Development,Institutional support and services,B2,875611,USD,2019,"Micronesia, Fiscal Report 2019 (Congressional Bill No. 20-248)"
Micronesia,Fishery Development,Development grants for fishery projects,B2,1225049,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Micronesia,Fishery Management,Fishery management programs & services,A1,667888,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Micronesia,Fishery Management,Stock assessment,A1,13736,USD,2017,"Micronesia, Fiscal Year 2018 Budget (Presidential Communication No. 18-579)"
Micronesia,Access,Access fees for third country agreements,B6,1650680.35,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Montenegro,Fuel,Fuel subsidies,B7,0,,2018,Ministry of Agriculture and Rural Development (2011) Report 34 Fishery Sector Study for the IPARD Programme
Montenegro,MPAs,MPAs,A3,26708.82,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Morocco,Fishery Management,Fishery management programs & services,A1,19400000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Development grants for fishery projects,B2,100000000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,400000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,2675000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,2610000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,1040000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,2870000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,800000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,2870000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,3160000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,500000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,4770000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,256000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,2600000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Fishery Development,Institutional support and services,B2,700000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Port,Port & harbour construction & renovation,B3,16000000,MAD,2019,"Morocco, National Budget for 2019"
Morocco,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,129400000,MAD,2018,"Morocco, National Budget for 2019"
Morocco,Fishery Management,Monitoring control & surveillance,A1,1000000,MAD,2018,Morocco Rapport Sur Les Depenses Fiscales 2019
Morocco,Tax,Non-Fuel tax exemptions,B5,64000000,MAD,2018,Morocco Rapport Sur Les Depenses Fiscales 2019
Morocco,Tax,Non-Fuel tax exemptions,B5,8000000,MAD,2018,Morocco Rapport Sur Les Depenses Fiscales 2019
Morocco,Tax,Non-Fuel tax exemptions,B5,1000000,MAD,2018,Morocco Rapport Sur Les Depenses Fiscales 2019
Morocco,Fuel,Fuel tax concessions,B7,78000000,MAD,2018,Morocco Rapport Sur Les Depenses Fiscales 2019
Morocco,Fishery Management,Fishery management programs & services,A1,3700000,MAD,2019,Morocco Rapport Sur Les Establissements et Entreprises Publics 2019
Morocco,MPAs,MPAs,A3,2174051.07,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Morocco,Fishery Development,Development grants for fishery projects,B2,149473558,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Morocco,Fishery Management,Fishery management programs & services,A1,51414541,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Morocco,Access,Access fees for third country agreements,B6,289710.22,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Mozambique,Fishery Management,Fishery management programs & services,A1,178439470,MZN,2018,Mozambique Orcamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,Fishery Management,Fishery management programs & services,A1,10970985,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,R&D,R&D,A2,17805565,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,Fishery Development,Development grants for fishery projects,B2,63134895,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,Fishery Development,Development grants for fishery projects,B2,338086030,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,Fishery Development,Institutional support and services,B2,27956805,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,Fishery Development,Institutional support and services,B2,2737500,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento
Mozambique,MPAs,MPAs,A3,1011624.89,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Mozambique,Fishery Development,Development grants for fishery projects,B2,278811,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Mozambique,Fishery Management,Fishery management programs & services,A1,5133022,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Mozambique,Assistance,Worker adjustment and retraining,C1,8781,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Training"
Mozambique,Fishery Management,Fishery management programs & services,A1,24060470,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,Fishery Management,Fishery management programs & services,A1,11387040,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,R&D,R&D,A2,15589200,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,Fishery Development,Development grants for fishery projects,B2,11761815,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,Fishery Development,Development grants for fishery projects,B2,16078580,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,Fishery Development,Institutional support and services,B2,9121010,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,Fishery Development,Institutional support and services,B2,17593240,MZN,2018,Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento
Mozambique,Fishery Management,Fishery management programs & services,A1,308833.33,USD,2018,SWIOFish1 World Bank Appraisal GEF Data Sheet
Mozambique,Fishery Management,Fishery management programs & services,A1,1166666.67,USD,2018,SWIOFish1 World Bank Appraisal GEF Data Sheet
Mozambique,Fishery Management,Fishery management programs & services,A1,2030311.11,USD,2018,SWIOFish1 World Bank Appraisal GEF Data Sheet
Mozambique,Fishery Management,Fishery management programs & services,A1,866666.67,USD,2018,SWIOFish1 World Bank Appraisal GEF Data Sheet
Mozambique,Fishery Management,Fishery management programs & services,A1,61111.11,USD,2018,SWIOFish1 World Bank Appraisal GEF Data Sheet
Mozambique,Market Infrastructure,Marketing support,B4,383333.33,USD,2018,SWIOFish1 World Bank Appraisal GEF Data Sheet
Myanmar,MPAs,MPAs,A3,480904.92,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Myanmar,Fishery Management,Fishery management programs & services,A1,238162400,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Management,Fishery management programs & services,A1,647966200,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Management,Stock assessment,A1,238162400,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Management,Stock assessment,A1,647966200,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Management,Monitoring control & surveillance,A1,238162400,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Management,Monitoring control & surveillance,A1,647966200,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Development,Institutional support and services,B2,238162400,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Development,Institutional support and services,B2,647966200,MMK,2018,"Myanmar Budget Information, 2017-2018 Fiscal Year"
Myanmar,Fishery Development,Development grants for fishery projects,B2,2845236,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Myanmar,Fishery Management,Fishery management programs & services,A1,1828642,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Myanmar,Assistance,Worker adjustment and retraining,C1,112744,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Training"
Namibia,Fishery Management,Fishery management programs & services,A1,18595000,NAD,2018,"Namibia Estimates of Revenue, Income, and Expenditure 01 April 2017 to March 2020"
Namibia,Fishery Management,Stock assessment,A1,62161000,NAD,2018,"Namibia Estimates of Revenue, Income, and Expenditure 01 April 2017 to March 2020"
Namibia,Fishery Management,Stock assessment,A1,90683000,NAD,2018,"Namibia Estimates of Revenue, Income, and Expenditure 01 April 2017 to March 2020"
Namibia,Fishery Development,Institutional support and services,B2,3919000,NAD,2018,"Namibia Estimates of Revenue, Income, and Expenditure 01 April 2017 to March 2020"
Namibia,MPAs,MPAs,A3,461157.52,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Namibia,Access,Access fees for third country agreements,B6,13027.17,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Nauru,Access,Access fees for third country agreements,B6,382.52,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Netherlands,Fishery Management,Monitoring control & surveillance,A1,7000000,EUR,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Netherlands,Fuel,Fuel tax concessions,B7,70000000,EUR,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Netherlands,MPAs,MPAs,A3,17511535.26,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Netherlands,MPAs,MPAs,A3,25802.5,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Netherlands,Fishery Management,Stock assessment,A1,6505923.24,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Fishery Management,Stock enhancement,A1,383198.88,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Fishery Management,Monitoring control & surveillance,A1,2451150,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,R&D,R&D,A2,999746.04,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Fishery Development,Institutional support and services,B2,126684.84,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Fishery Development,Institutional support and services,B2,702806.36,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,29500,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Market Infrastructure,Marketing support,B4,1416307.75,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Market Infrastructure,Processing & storage infrastructure,B4,487983.14,EUR,2018,"Ministry of Agriculture, Nature and Food Quality Data base"
Netherlands,Access,Access fees for third country agreements,B6,9927304.9,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
New Zealand,Fishery Management,Fishery management programs & services,A1,401000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,115000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,1122000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,72000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,876000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,2000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,323000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,14986000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,172000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,236000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,1000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,162000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,354000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,261000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Fishery management programs & services,A1,261000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Monitoring control & surveillance,A1,1746000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Monitoring control & surveillance,A1,36592000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Monitoring control & surveillance,A1,759000,NZD,2018,New Zealand Budget 2018 Information Release 
New Zealand,Fishery Management,Monitoring control & surveillance,A1,1105000,NZD,2018,New Zealand Budget 2018 Information Release 
