Country,Type,Subtype,Class,Amount,Currency,Year,Source
Gambia,MPAs,MPAs,A3,181184.48,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Gambia,Fishery Management,Fishery management programs & services,A1,1059199,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Gambia,Access,Access fees for third country agreements,B6,16465.68,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Gambia,Fuel,Fuel subsidies,B7,0,USD,2013,UNCTAD 2013 fisheries
Georgia,MPAs,MPAs,A3,383322.66,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Georgia,Access,Access fees for third country agreements,B6,55214.75,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Germany,Fishery Management,Stock assessment,A1,83389.8,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Management,Stock assessment,A1,46494772.5,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Management,Stock enhancement,A1,943975.9,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Management,Stock enhancement,A1,114700,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Management,Stock enhancement,A1,7140287.21,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Management,Monitoring control & surveillance,A1,10953605.2,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,R&D,R&D,A2,48143.75,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Boat,"Boat / fleet construct., renewal, & modernization",B1,12169.28,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Boat,"Boat / fleet construct., renewal, & modernization",B1,48143.75,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Development,Institutional support and services,B2,5254602.84,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Development,Institutional support and services,B2,5036850.5,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Development,Institutional support and services,B2,378009,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Development,Institutional support and services,B2,148704.94,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Development,Institutional support and services,B2,150000,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Fishery Development,Institutional support and services,B2,43325.48,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Port,Port & harbour construction & renovation,B3,1701543.88,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Market Infrastructure,Marketing support,B4,307728.45,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Market Infrastructure,Marketing support,B4,849915.23,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Market Infrastructure,Marketing support,B4,499071.48,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Assistance,Worker adjustment and retraining,C1,118350,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Assistance,Worker adjustment and retraining,C1,24370,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Buybacks,Vessel buybacks,C2,1115654.4,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Buybacks,Vessel buybacks,C2,542462,EUR,2017,Annual Implementation Report for the European Maritime and Fisheries Fund for Germany (2017)
Germany,Port,Port & harbour access / other,B3,11241023,EUR,2015,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Germany,MPAs,MPAs,A3,35912336.85,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Germany,Access,Access fees for third country agreements,B6,5787534.17,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Ghana,Fishery Management,Fishery management programs & services,A1,1006089.33,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Fishery management programs & services,A1,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Stock assessment,A1,1006089.33,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Stock assessment,A1,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Stock assessment,A1,1866977,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Monitoring control & surveillance,A1,1006089.33,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Monitoring control & surveillance,A1,2897805,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Monitoring control & surveillance,A1,1866977,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Monitoring control & surveillance,A1,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Management-Other,A1,1413412.67,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,MPAs,MPAs,A3,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Development,Institutional support and services,B2,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,417758.67,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Market Infrastructure,Marketing support,B4,38074.57,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Market Infrastructure,Processing & storage infrastructure,B4,835517.33,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fuel,Fuel subsidies,B7,61712280,USD,2017,Ghana Expenditure Framework 2018-2021
Ghana,Assistance,Income support,C1,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Assistance,Fisher assistance,C1,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Assistance,Worker adjustment and retraining,C1,74287.43,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Rural,Rural fisheries community development,C3,2064853.75,GHS,2018,Ghana Expenditure Framework 2018-2021
Ghana,Fishery Management,Fishery management programs & services,A1,1113699,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Ghana,Assistance,Worker adjustment and retraining,C1,75666,USD,2016,"OECDStat, Overseas Development Aid, Fisheries Training"
Ghana,Access,Access fees for third country agreements,B6,2053122.88,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Ghana,Tax,Non-Fuel tax exemptions,B5,15300000,GHS,2013,Tax Expenditure Estimates 2016
Ghana,Boat,"Boat / fleet construct., renewal, & modernization",B1,4486500,USD,2016,USAID Sustainable Fisheries Management Project (2016) Subsidies in Ghana’s Marine Artisanal Fisheries Sector
Gibraltar,MPAs,MPAs,A3,68867.55,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Greece,Fishery Management,Stock assessment,A1,444371,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Management,Stock enhancement,A1,2957867.5,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Management,Monitoring control & surveillance,A1,426277,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Management,Monitoring control & surveillance,A1,1129352,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Management,Monitoring control & surveillance,A1,73616,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Development,Development grants for fishery projects,B2,100000,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Development,Institutional support and services,B2,292546.26,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Fishery Development,Institutional support and services,B2,100000,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Port,Port & harbour construction & renovation,B3,2957867.5,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Market Infrastructure,Processing & storage infrastructure,B4,189072,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Market Infrastructure,Processing & storage infrastructure,B4,10928,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,Buybacks,Vessel buybacks,C2,2154125,EUR,2018,European Maritime and Fisheries Fund - Operational Programme for Greece (2014)
Greece,MPAs,MPAs,A3,31674811.09,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Greece,Access,Access fees for third country agreements,B6,3851613.15,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Greece,Fuel,Fuel subsidies,B7,77576981.5,EUR,2018,?????? ??????????? ??????? 2019
Grenada,MPAs,MPAs,A3,94134.72,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Grenada,MPAs,MPAs,A3,459186.17,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Grenada,Access,Access fees for third country agreements,B6,104324.85,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Guatemala,MPAs,MPAs,A3,587700.86,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Guatemala,Access,Access fees for third country agreements,B6,128126.93,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Guinea,Fishery Management,Fishery management programs & services,A1,7897718.75,GNF,2017,Guinea Loi de Finances 2017
Guinea,Fishery Management,Monitoring control & surveillance,A1,1000000,GNF,2017,Guinea Loi de Finances 2017
Guinea,Fishery Management,Monitoring control & surveillance,A1,6149000,GNF,2017,Guinea Loi de Finances 2017
Guinea,Fishery Development,Development grants for fishery projects,B2,7897718.75,GNF,2017,Guinea Loi de Finances 2017
Guinea,Port,Port & harbour access / other,B3,1200000,GNF,2017,Guinea Loi de Finances 2017
Guinea,Port,Port & harbour access / other,B3,3804800,GNF,2017,Guinea Loi de Finances 2017
Guinea,Port,Port & harbour access / other,B3,23000000,GNF,2017,Guinea Loi de Finances 2017
Guinea,MPAs,MPAs,A3,830484.69,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Guinea,Fishery Development,Development grants for fishery projects,B2,11234279,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Guinea,Market Infrastructure,Processing & storage infrastructure,B4,210704,USD,2017,"OECDStat, Overseas Development Aid, Fishery Services"
Guinea,Fishery Management,Fishery management programs & services,A1,895729,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Guinea,Assistance,Worker adjustment and retraining,C1,16144,USD,2016,"OECDStat, Overseas Development Aid, Fisheries Training"
Guinea,Fishery Management,Fishery management programs & services,A1,114000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Fishery management programs & services,A1,50000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Fishery management programs & services,A1,13333.33,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Fishery management programs & services,A1,6000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Stock assessment,A1,10000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Stock assessment,A1,13333.33,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Stock assessment,A1,45000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Monitoring control & surveillance,A1,150000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Management,Monitoring control & surveillance,A1,13333.33,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,R&D,R&D,A2,38000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Boat,Financial support fleet renewal & modernization,B1,100000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Boat,"Boat / fleet construct., renewal, & modernization",B1,25000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Boat,"Boat / fleet construct., renewal, & modernization",B1,50000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Development,Institutional support and services,B2,35000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Development,Institutional support and services,B2,24000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Development,Institutional support and services,B2,25000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Development,Institutional support and services,B2,25000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Fishery Development,Institutional support and services,B2,40000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Port,Port & harbour construction & renovation,B3,945000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Port,Port & harbour access / other,B3,100000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Port,Port & harbour access / other,B3,75000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,38000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,70000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Marketing support,B4,30000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Marketing support,B4,45000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Marketing support,B4,50000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Processing & storage infrastructure,B4,50000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Processing & storage infrastructure,B4,50000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Processing & storage infrastructure,B4,75000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Processing & storage infrastructure,B4,20000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Market Infrastructure,Processing & storage infrastructure,B4,60000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Rural,Rural fisheries community development,C3,150000,USD,2018,Plan D'Investissement Du Secteur De La Peche Et De L'Aquaculture En Guinee 2016-2020
Guinea,Access,Access fees for third country agreements,B6,705379.22,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Guinea-Bissau,Fishery Management,Fishery management programs & services,A1,280300000,CFA,2015,Guinea-Bissau Lei Do Orcamento 2015
Guinea-Bissau,Fishery Management,Fishery management programs & services,A1,302715000,CFA,2015,Guinea-Bissau Lei Do Orcamento 2015
Guinea-Bissau,Fishery Management,Stock enhancement,A1,25200000,CFA,2015,Guinea-Bissau Lei Do Orcamento 2015
Guinea-Bissau,Fishery Management,Stock enhancement,A1,194800000,CFA,2015,Guinea-Bissau Lei Do Orcamento 2015
Guinea-Bissau,Fishery Management,Monitoring control & surveillance,A1,65760000,CFA,2015,Guinea-Bissau Lei Do Orcamento 2015
Guinea-Bissau,Fishery Development,Development grants for fishery projects,B2,50000000,CFA,2015,Guinea-Bissau Lei Do Orcamento 2015
Guinea-Bissau,MPAs,MPAs,A3,2038200.94,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Guinea-Bissau,Fishery Management,Fishery management programs & services,A1,1220368,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Guinea-Bissau,R&D,R&D,A2,59956,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Research"
Guyana,Fishery Management,Fishery management programs & services,A1,202273000,GYD,2018,"Guyana Public Sector Revenue and Expenditure for the year 2018 (Vol I, II, III)"
Guyana,Fishery Management,Fishery management programs & services,A1,14000000,GYD,2018,"Guyana Public Sector Revenue and Expenditure for the year 2018 (Vol I, II, III)"
Guyana,Market Infrastructure,Processing & storage infrastructure,B4,201446750,GYD,2018,"Guyana Public Sector Revenue and Expenditure for the year 2018 (Vol I, II, III)"
Guyana,MPAs,MPAs,A3,42757.55,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Guyana,Fishery Management,Fishery management programs & services,A1,41030,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
Haiti,Fishery Management,Fishery management programs & services,A1,28000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Fishery management programs & services,A1,111000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Fishery management programs & services,A1,312000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Fishery management programs & services,A1,114000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Monitoring control & surveillance,A1,20000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Monitoring control & surveillance,A1,200000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Monitoring control & surveillance,A1,413400,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Management,Monitoring control & surveillance,A1,10000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,R&D,R&D,A2,152000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,R&D,R&D,A2,90000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Boat,"Boat / fleet construct., renewal, & modernization",B1,18800,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Boat,"Boat / fleet construct., renewal, & modernization",B1,2600,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Development,Institutional support and services,B2,60000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Development,Institutional support and services,B2,371400,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Port,Port & harbour construction & renovation,B3,37800,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Port,Port & harbour construction & renovation,B3,20000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,"State investments in firms, cooperatives & parastatals",B4,15000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Marketing support,B4,24000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Marketing support,B4,105000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,243200,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,137700,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,90400,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,13200,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,16500,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,27500,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Market Infrastructure,Processing & storage infrastructure,B4,33000,USD,2017,Haiti Artisanal Fisheries Development Program- Execution Plan
Haiti,Fishery Development,Development grants for fishery projects,B2,439033,USD,2017,"OECDStat, Overseas Development Aid, Fishery Development"
Haiti,Assistance,Worker adjustment and retraining,C1,22276,USD,2016,"OECDStat, Overseas Development Aid, Fisheries Training"
Haiti,Access,Access fees for third country agreements,B6,77.21,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Honduras,MPAs,MPAs,A3,42518.74,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Honduras,MPAs,MPAs,A3,4263830.8,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Honduras,Access,Access fees for third country agreements,B6,3170.57,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Hong Kong,Access,Access fees for third country agreements,B6,71892110.84,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
Iceland,Fishery Management,Fishery management programs & services,A1,446025000,ISK,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Iceland,Fishery Management,Monitoring control & surveillance,A1,2152600000,ISK,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Iceland,R&D,R&D,A2,446025000,ISK,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Iceland,Market Infrastructure,Marketing support,B4,730500000,ISK,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Iceland,Market Infrastructure,Marketing support,B4,22000000,ISK,2016,"OECD, Fisheries Support Estimate (stats.oecd.org/)"
Iceland,MPAs,MPAs,A3,1191358.71,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
Iceland,Fishery Management,Fishery management programs & services,A1,593268000,ISK,2017,Iceland Ministry of Fisheries and Agriculture 2017
Iceland,R&D,R&D,A2,1688532000,ISK,2017,Iceland Ministry of Fisheries and Agriculture 2017
Iceland,Fishery Management,Marketing support,A1,480950000,ISK,2017,Iceland Ministry of Fisheries and Agriculture 2017
Iceland,Market Infrastructure,Marketing support,B4,132580000,ISK,2017,Iceland Ministry of Fisheries and Agriculture 2017
Iceland,Fuel,Fuel subsidies,B7,0,,2018,Pers. Communication Hreidar por Valtysson
Iceland,Access,Access fees for third country agreements,B6,13355709.04,USD,2018,"Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne."
India,R&D,R&D,A2,1625161488,INR,2017,"Central Marine Fisheries Research Institute, Kochi - Income & Expenditure 31st March 2018"
India,Fishery Management,Fishery management programs & services,A1,33900000,INR,2017,"Department of Animal Husbandry, Dairying, and Fisheries Budget 2017"
India,Fishery Management,Fishery management programs & services,A1,1102000000,INR,2017,"Department of Animal Husbandry, Dairying, and Fisheries Budget 2017"
India,Fishery Management,Fishery management programs & services,A1,1206920000,INR,2017,"Department of Animal Husbandry, Dairying, and Fisheries Budget 2017"
India,Fishery Management,Fishery management programs & services,A1,90000000,INR,2017,"Department of Animal Husbandry, Dairying, and Fisheries Budget 2017"
India,Fishery Management,Fishery management programs & services,A1,880000000,INR,2017,"Department of Animal Husbandry, Dairying, and Fisheries Budget 2017"
India,Assistance,Fisher assistance,C1,1000000,INR,2017,"Department of Animal Husbandry, Dairying, and Fisheries Budget 2017"
India,Boat,"Boat / fleet construct., renewal, & modernization",B1,542380000,INR,2017,India WTO Subsidies Note-2018
India,Fishery Development,Institutional support and services,B2,9290000,INR,2017,India WTO Subsidies Note-2018
India,Port,Port & harbour construction & renovation,B3,669500000,INR,2017,India WTO Subsidies Note-2018
India,Market Infrastructure,Marketing support,B4,122670000,INR,2017,India WTO Subsidies Note-2018
India,Market Infrastructure,Processing & storage infrastructure,B4,52935000,INR,2017,India WTO Subsidies Note-2018
India,Fuel,Fuel subsidies,B7,289870000,INR,2017,India WTO Subsidies Note-2018
India,Fuel,Fuel tax concessions,B7,5462980000,INR,2017,India WTO Subsidies Note-2018
India,Assistance,Fisher assistance,C1,515300000,INR,2017,India WTO Subsidies Note-2018
India,MPAs,MPAs,A3,3210313.91,USD,2005,"Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol."
India,Fishery Development,Development grants for fishery projects,B2,12570,USD,2016,"OECDStat, Overseas Development Aid, Fishery Development"
India,Fishery Management,Fishery management programs & services,A1,14303,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Policy & Management"
India,R&D,R&D,A2,1120393,USD,2017,"OECDStat, Overseas Development Aid, Fisheries Research"
